title,address,phone,link,url,hours,rating,owners_count,reviews
McDonald's,"32 Av. de Cannes, 06160 JUAN LES PINS, France",+33 4 97 04 93 23,http://www.restaurants.mcdonalds.fr/mcdonalds-antibes-ouest,https://www.google.com/search?q=ANTIBES-OUEST-McDonald%27s-Avenue-De-Cannes,"{'lundi': '10:00–00:00', 'mardi': '10:00–00:00', 'mercredi': '10:00–00:00', 'jeudi': '10:00–00:00', 'vendredi': '10:00–01:00', 'samedi': '10:00–01:00', 'dimanche': '10:00–00:00'}","3,5",,1829
McDonald's,"31 Rue Auguste Mounié, 92160 Antony, France",+33 1 81 89 27 27,http://www.restaurants.mcdonalds.fr/mcdonalds-antony,https://www.google.com/search?q=ANTONY-McDonald%27s-Rue-Auguste-Mouni%C3%A9,"{'lundi': '07:30–00:00', 'mardi': '07:30–00:00', 'mercredi': '07:30–00:00', 'jeudi': '07:30–00:00', 'vendredi': '07:30–01:00', 'samedi': '07:30–01:00', 'dimanche': '07:30–01:00'}","3,2",,2782
McDonald's,"Zone commerciale, Le Petit Coudray, 72610 Arçonnay, France",+33 2 33 29 30 00,http://www.restaurants.mcdonalds.fr/mcdonalds-arconnay,https://www.google.com/search?q=ARCONNAY-McDonald%27s-Za-Du-Petit-Coudray,"{'lundi': '10:00–00:00', 'mardi': '10:00–00:00', 'mercredi': '10:00–00:00', 'jeudi': '10:00–00:00', 'vendredi': '10:00–01:00', 'samedi': '10:00–01:00', 'dimanche': '10:00–00:00'}","3,4",,2513
McDonald's,"Centre commercial La Vache Noire, Av. Aristide Briand, 94110 Arcueil, France",+33 1 49 85 93 76,http://www.restaurants.mcdonalds.fr/mcdonalds-arcueil-la-vache-noire,https://www.google.com/search?q=ARCUEIL-LA-VACHE-NOIRE-McDonald%27s-Centre-Commercial-La-Vache-Noire-Place-De-La-Vache-Noire--Avenue-Aristide-Briand,"{'lundi': '08:30–23:00', 'mardi': '08:30–23:00', 'mercredi': '08:30–23:00', 'jeudi': '08:30–23:00', 'vendredi': '08:30–02:00', 'samedi': '08:30–02:00', 'dimanche': '08:30–23:00'}","3,2",,1525
McDonald's,"Rte de Bordeaux, 33740 Arès, France",+33 5 57 17 00 10,http://www.restaurants.mcdonalds.fr/mcdonalds-ares,https://www.google.com/search?q=ARES-McDonald%27s-Route-De-Bordeaux,"{'lundi': '10:00–23:00', 'mardi': '10:00–23:00', 'mercredi': '10:00–23:00', 'jeudi': '10:00–23:00', 'vendredi': '10:00–00:00', 'samedi': '10:00–00:00', 'dimanche': '10:00–23:00'}","3,0",,2112
McDonald's,"Parking Centre Commercial Intermarché Sortie 10, 66700 Argelès-sur-Mer, France",+33 4 68 83 08 26,http://www.restaurants.mcdonalds.fr/mcdonalds-argeles,https://www.google.com/search?q=ARGELES-McDonald%27s-Parking-C.cial-Intermarch%C3%A9-Sortie-N%C2%B0,"{'lundi': '09:30–22:30', 'mardi': '09:30–22:30', 'mercredi': '09:30–22:30', 'jeudi': '09:30–22:30', 'vendredi': '09:30–22:30', 'samedi': '09:30–22:30', 'dimanche': '09:30–22:30'}","3,5",,3313
McDonald's,"Rue Hector Berlioz, 61200 Argentan, France",+33 2 33 39 36 00,http://www.restaurants.mcdonalds.fr/mcdonalds-argentan,https://www.google.com/search?q=ARGENTAN-McDonald%27s-Rue-Hector-Berlioz,"{'lundi': '10:00–23:00', 'mardi': '10:00–23:00', 'mercredi': '10:00–23:00', 'jeudi': '10:00–00:00', 'vendredi': '10:00–00:00', 'samedi': '10:00–00:00', 'dimanche': '10:00–23:00'}","3,6",,3351
McDonald's,"55 Rue Paul Vaillant Couturier, 95100 Argenteuil, France",+33 1 39 47 89 94,http://www.restaurants.mcdonalds.fr/mcdonalds-argenteuil,https://www.google.com/search?q=ARGENTEUIL-McDonald%27s-Rue-Paul-Vaillant-Couturier,"{'lundi': '09:00–23:00', 'mardi': '09:00–23:00', 'mercredi': '09:00–23:00', 'jeudi': '09:00–23:00', 'vendredi': '09:00–00:00', 'samedi': '09:00–00:00', 'dimanche': '09:00–23:00'}","3,6",,1857
McDonald's,"28, Rue Des Indes, Route Nationale 192, 95100 Argenteuil, France",+33 1 39 82 05 02,http://www.restaurants.mcdonalds.fr/mcdonalds-argenteuil-les-indes,https://www.google.com/search?q=ARGENTEUIL-LES-INDES-McDonald%27s-Rue-Des-Indesrn,"{'lundi': '10:00–00:00', 'mardi': '10:00–00:00', 'mercredi': '10:00–00:00', 'jeudi': '10:00–00:00', 'vendredi': '10:00–00:00', 'samedi': '10:00–00:00', 'dimanche': '10:00–00:00'}","3,1",,1752
McDonald's,"Centre Commercial Géant Casino Zone Fourchon, Av. du Maréchal Juin, 13200 Arles, France",+33 4 90 49 71 72,http://www.restaurants.mcdonalds.fr/mcdonalds-arles-fourchon,https://www.google.com/search?q=ARLES-FOURCHON-McDonald%27s-Centre-Commercial-G%C3%A9ant-Casino-Zone-Fourchon,"{'lundi': '09:00–23:00', 'mardi': '09:00–23:00', 'mercredi': '09:00–23:00', 'jeudi': '09:00–23:00', 'vendredi': '09:00–23:00', 'samedi': '09:00–23:00', 'dimanche': '10:00–23:00'}","3,2",,1928
,"Avenue de la Libération Centre commercial Leclerc Sarl Sivar, Rue Lucien Volle, 13200 Arles, France",+33 4 90 43 63 11,,https://www.google.com/search?q=ARLES-NORD-McDonald%27s-Rue-Lucien-Volle-Centre-Commercial-Leclerc-Sarl-Sivar-Avenue-De-La-Lib%C3%A9ration,"{'lundi': '10:30–22:30', 'mardi': '10:30–22:30', 'mercredi': '10:30–22:30', 'jeudi': '10:30–22:30', 'vendredi': '10:30–22:30', 'samedi': '10:30–22:30', 'dimanche': '11:00–22:30'}","3,3",,953
McDonald's,"99, Rue Des Résistants, D933, 59280 Armentières, France",+33 3 20 35 39 39,http://www.restaurants.mcdonalds.fr/mcdonalds-armentieres,https://www.google.com/search?q=ARMENTIERES-McDonald%27s-Rue-Des-R%C3%A9sistantsd,"{'lundi': '10:30–22:30', 'mardi': '10:30–22:30', 'mercredi': '10:30–22:30', 'jeudi': '10:30–22:30', 'vendredi': '10:30–23:00', 'samedi': '10:30–23:00', 'dimanche': '10:30–22:30'}","3,4",,2106
McDonald's,"102 Av. Winston Churchill, 62000 Arras, France",+33 3 21 23 65 12,http://www.restaurants.mcdonalds.fr/mcdonalds-arras,https://www.google.com/search?q=ARRAS-McDonald%27s-Avenue-Winston-Churchill,"{'lundi': '09:00–23:00', 'mardi': '09:00–23:00', 'mercredi': '09:00–23:00', 'jeudi': '09:00–23:00', 'vendredi': '09:00–00:00', 'samedi': '09:00–00:00', 'dimanche': '09:00–23:30'}","3,1",,3138
McDonald's,"ZAC Artenay Poupry Secteur, 45410 Artenay, France",+33 2 38 75 55 62,http://www.restaurants.mcdonalds.fr/mcdonalds-artenay,https://www.google.com/search?q=ARTENAY-McDonald%27s-Mcdonald%27szac-Artenay-Pouprysecteur-Autroche,"{'lundi': '10:00–22:30', 'mardi': '10:00–22:30', 'mercredi': '10:00–22:30', 'jeudi': '10:00–22:30', 'vendredi': '09:00–23:00', 'samedi': '09:00–23:00', 'dimanche': '09:00–23:00'}","2,7",,2441
McDonald's,"Zone Eurolacq, 2 Rue du Castera, 64170 Artix, France",+33 5 59 82 04 88,http://www.restaurants.mcdonalds.fr/mcdonalds-artix,https://www.google.com/search?q=ARTIX-McDonald%27s-Rue-Du-Cast%C3%A9ra---Zone-Eurolacq,"{'lundi': '10:00–22:30', 'mardi': '10:00–22:30', 'mercredi': '10:00–22:30', 'jeudi': '10:00–22:30', 'vendredi': '10:00–22:30', 'samedi': '10:00–22:30', 'dimanche': '10:00–22:30'}","3,5",,83
McDonald's,"8 Rue de la Station, 92600 Asnières-sur-Seine, France",+33 1 41 11 02 02,http://www.restaurants.mcdonalds.fr/mcdonalds-asnieres-centre,https://www.google.com/search?q=ASNIERES-CENTRE-McDonald%27s-Rue-De-La-Station,"{'lundi': '07:30–02:00', 'mardi': '07:30–02:00', 'mercredi': '07:30–02:00', 'jeudi': '07:30–02:00', 'vendredi': '07:30–02:00', 'samedi': '07:30–02:00', 'dimanche': '07:30–02:00'}","3,5",,2964
McDonald’s,"32 Rue Teddy Riner, 92600 Asnières-sur-Seine, France",+33 1 47 93 28 97,https://www.mcdonalds.fr/restaurants/mcdonalds-asnieres-reloc/1654,https://www.google.com/search?q=ASNIERES-RELOC-McDonald%27s-Rue-Teddy-Rinner,"{'lundi': '09:00–02:00', 'mardi': '09:00–02:00', 'mercredi': '09:00–02:00', 'jeudi': '09:00–02:00', 'vendredi': '09:00–04:00', 'samedi': '09:00–04:00', 'dimanche': '09:00–02:00'}","3,3",,3198
,,,,https://www.google.com/search?q=ASSEVILLERS-A1-EST-AREAS-ORIGINALS-McDonald%27s-Aire-D%E2%80%99autoroute-D%E2%80%99assevillers-Est-(sens-Paris-lille),"{'blackrock advisors llc 5,549 %': '39 768 068', 'state street corporation 4,824 %': '34 571 514', 'jpmorgan investment management, inc. 3,674 %': '26 329 348', 'geode capital management llc 2,221 %': '15 916 980'}",,,
,,,,https://www.google.com/search?q=ASSEVILLERS-A1-OUEST-AREAS-McDonald%27s-Autoroute--(sens-Lille-paris),{},,,
McDonald's,"Rn Route Nationale 7, 7 Av. François Mitterrand, 91200 Athis-Mons, France",+33 1 69 38 04 04,http://www.restaurants.mcdonalds.fr/mcdonalds-athis-mons,https://www.google.com/search?q=ATHIS-MONS-McDonald%27s-Avenue-Fran%C3%A7ois-Mitterrand-Rn,"{'lundi': '10:30–02:00', 'mardi': '10:30–02:00', 'mercredi': '10:30–02:00', 'jeudi': '10:30–02:00', 'vendredi': '10:30–03:00', 'samedi': '10:30–03:00', 'dimanche': '10:30–02:00'}","3,1",,1934
McDonald's,"Angle, RN8, Av. Manouchian, 13400 Aubagne, France",+33 4 42 08 98 49,http://www.restaurants.mcdonalds.fr/mcdonalds-aubagne-cami,https://www.google.com/search?q=AUBAGNE-CAMI-McDonald%27s-Angle-Av.-Manouchian,"{'lundi': '09:00–23:00', 'mardi': '09:00–23:00', 'mercredi': '09:00–23:00', 'jeudi': '09:00–23:00', 'vendredi': '09:00–23:00', 'samedi': '09:00–23:00', 'dimanche': '09:00–23:00'}","3,1",,976
McDonald's,"Rte de Gémenos, 13400 Aubagne, France",+33 4 42 32 62 08,http://www.restaurants.mcdonalds.fr/mcdonalds-aubagne-les-paluds,https://www.google.com/search?q=AUBAGNE-LES-PALUDS-McDonald%27s-Route-De-Gemenos-Quartier-Des-Jonquiers,"{'lundi': '08:30–00:00', 'mardi': '08:30–00:00', 'mercredi': '08:30–00:00', 'jeudi': '08:30–00:00', 'vendredi': '08:30–00:30', 'samedi': '08:30–00:30', 'dimanche': '08:30–00:00'}","3,4",,2291
McDonald's,"1 Rue de la Sardonne, 07200 Aubenas, France",+33 4 75 35 43 43,http://www.restaurants.mcdonalds.fr/mcdonalds-aubenas,https://www.google.com/search?q=AUBENAS-McDonald%27s-Rue-De-La-Sardonne,"{'bank of america': '1,87%', 'morgan stanley': '1,87%', 'banque centrale de norvège': '1,27%', 'the capital group companies': '1,22%', 'lundi': '09:30–00:00', 'mardi': '09:30–00:00', 'mercredi': '09:30–00:00', 'jeudi': '09:30–23:00', 'vendredi': '09:30–00:00', 'samedi': '09:30–00:00', 'dimanche': '09:30–00:00'}","3,6",,3833
,"158 Av. Victor Hugo N301, 93300 Aubervilliers, France",+33 1 48 34 60 60,,https://www.google.com/search?q=AUBERVILLIERS-MARCHE-McDonald%27s-Avenue-Victor-Hugo-Rn,"{'lundi': '11:00–00:00', 'mardi': '11:00–00:00', 'mercredi': '11:00–00:00', 'jeudi': '11:00–00:00', 'vendredi': '11:00–04:00', 'samedi': '11:00–04:00', 'dimanche': '11:30–00:00'}","3,1",,1274
McDonald's,"34 Av. du Roussillon, 63170 Aubière, France",+33 4 73 27 13 08,http://www.restaurants.mcdonalds.fr/mcdonalds-aubiere,https://www.google.com/search?q=AUBIERE-McDonald%27s-Avenue-Du-Roussillon,"{'lundi': '10:00–23:00', 'mardi': '10:00–23:00', 'mercredi': '10:00–23:00', 'jeudi': '10:00–23:00', 'vendredi': '10:00–00:00', 'samedi': '10:00–00:00', 'dimanche': '10:00–23:00'}","3,5",,1444
McDonald's,"28-30 Av. de l'Yser, 32000 Auch, France",+33 5 62 60 27 23,http://www.restaurants.mcdonalds.fr/mcdonalds-auch,https://www.google.com/search?q=AUCH-McDonald%27s-Avenue-De-L%27yser,"{'lundi': '10:30–23:00', 'mardi': '10:30–23:00', 'mercredi': '10:30–23:00', 'jeudi': '10:30–23:00', 'vendredi': '10:30–23:00', 'samedi': '10:30–23:00', 'dimanche': '10:30–23:00'}","3,4",,2567
McDonald's,"2 Rue Paul Valéry, 32000 Auch, France",+33 5 62 58 79 66,http://www.restaurants.mcdonalds.fr/mcdonalds-auch-2,https://www.google.com/search?q=AUCH-2-McDonald%27s-Parking-Leclerc--Rue-Paul-Val%C3%A9ry,"{'lundi': '10:30–23:00', 'mardi': '10:30–23:00', 'mercredi': '10:30–23:00', 'jeudi': '10:30–23:00', 'vendredi': '10:30–23:00', 'samedi': '10:30–23:00', 'dimanche': '10:30–23:00'}","3,7",,816
McDonald's,"Rd Route départementale 183, 183 Bd de la Paix, 62260 Auchel, France",+33 3 21 62 15 14,http://www.restaurants.mcdonalds.fr/mcdonalds-auchel,https://www.google.com/search?q=AUCHEL-McDonald%27s-Boulevard-De-La-Paix-Rd,"{'lundi': '09:30–22:30', 'mardi': '09:30–22:30', 'mercredi': '09:30–22:30', 'jeudi': '09:30–22:30', 'vendredi': '09:30–23:00', 'samedi': '09:30–23:00', 'dimanche': '09:30–22:30'}","3,8",,1715
,,,,https://www.google.com/search?q=AUCHY-LES-MINES-McDonald%27s-Angle-Rn--Et-Ancienne-Route-Nationale-Le-Marais-Est,{},,,
,,,,https://www.google.com/search?q=AUDINCOURT-McDonald%27s-Zi-Les-Arbletiers-Rue-De-Jal%C3%A9sie,{},,,
McDonald's,"1000 Av. des Alliés, 62370 Audruicq, France",+33 3 21 85 50 02,http://www.restaurants.mcdonalds.fr/mcdonalds-audruicq,https://www.google.com/search?q=AUDRUICQ-McDonald%27s-Mcdonald%27s,"{'lundi': '10:30–22:00', 'mardi': '10:30–22:00', 'mercredi': '10:30–22:00', 'jeudi': '10:30–22:00', 'vendredi': '10:30–22:30', 'samedi': '10:30–22:30', 'dimanche': '10:30–22:00'}","3,8",,1488
McDonald's,"Rue du Luxembourg, 57390 Audun-le-Tiche, France",+33 3 82 52 17 83,http://www.restaurants.mcdonalds.fr/mcdonalds-audun-le-tiche,https://www.google.com/search?q=AUDUN-LE-TICHE-McDonald%27s-Rue-Du-Luxembourg-(en-Face-Du-Carrefour-Market),"{'lundi': '10:00–23:00', 'mardi': '10:00–23:00', 'mercredi': '10:00–23:00', 'jeudi': '10:00–23:00', 'vendredi': '10:00–23:00', 'samedi': '10:00–23:00', 'dimanche': '10:00–23:00'}","2,7",,2041
McDonald's,"Lotissement Les Gravières Les Metz FR, Route Nationale 57, 57685 Augny, France",+33 3 87 38 35 61,http://www.restaurants.mcdonalds.fr/mcdonalds-augny-les-metz,https://www.google.com/search?q=AUGNY-LES-METZ-McDonald%27s-Lotissement-Les-Gravi%C3%A8res,"{'lundi': '11:00–23:00', 'mardi': '11:00–23:00', 'mercredi': '11:00–23:00', 'jeudi': '11:00–23:00', 'vendredi': '11:00–00:00', 'samedi': '11:00–00:00', 'dimanche': '11:00–23:00'}","3,4",,2645
McDonald's,"51 Rue Charles de Gaulle, 93600 Aulnay-sous-Bois, France",+33 1 48 79 87 44,http://www.restaurants.mcdonalds.fr/mcdonalds-aulnay,https://www.google.com/search?q=AULNAY-McDonald%27s-Avenue-Charles-De-Gaulle,"{'lundi': '00:00–06:59, 07:00–00:00', 'mardi': '00:00–06:59, 07:00–00:00', 'mercredi': '00:00–06:59, 07:00–00:00', 'jeudi': '00:00–06:59, 07:00–00:00', 'vendredi': '00:00–06:59, 07:00–00:00', 'samedi': '00:00–06:59, 07:00–00:00', 'dimanche': '00:00–06:59, 07:00–00:00'}","3,5",,4066
McDonald's,"Centre Commercial O'Parinor, 93600 Aulnay-sous-Bois, France",+33 1 48 65 57 06,http://www.restaurants.mcdonalds.fr/mcdonalds-aulnay-parinor-1,https://www.google.com/search?q=AULNAY-PARINOR-1-McDonald%27s-C.cial-O%27parinor,"{'lundi': '09:00–22:00', 'mardi': '09:00–22:00', 'mercredi': '09:00–22:00', 'jeudi': '09:00–22:00', 'vendredi': '09:00–22:00', 'samedi': '09:00–22:00', 'dimanche': '09:00–22:00'}","3,3",,2650
McDonald's,"Carrefour Biderman, Rue Jules Mousseron, 59300 Aulnoy-Lez-Valenciennes, France",+33 3 27 33 70 70,http://www.restaurants.mcdonalds.fr/mcdonalds-aulnoy-les-valenciennes,https://www.google.com/search?q=AULNOY-LES-VALENCIENNES-McDonald%27s-Carrefour-Biderman,"{'lundi': '09:00–23:00', 'mardi': '09:00–23:00', 'mercredi': '09:00–23:00', 'jeudi': '09:00–00:00', 'vendredi': '09:00–00:00', 'samedi': '09:00–00:00', 'dimanche': '09:00–23:30'}","3,3",,2540
McDonald's,"Carrefour de Toul-Garros, Za De Kerbois Carrefour De Toul-garros, 56400 Imp. Colbert Face Leclerc, 56400 Auray, France",+33 2 97 50 70 70,http://www.restaurants.mcdonalds.fr/mcdonalds-auray,https://www.google.com/search?q=AURAY-McDonald%27s-Za-De-Kerbois-Carrefour-De-Toul-garros-Face-Leclerc,"{'lundi': '10:00–23:30', 'mardi': '10:00–23:30', 'mercredi': '10:00–23:30', 'jeudi': '10:00–23:30', 'vendredi': '10:00–00:00', 'samedi': '10:00–00:00', 'dimanche': '10:00–23:30'}","3,2",,3351
McDonald's,"Av. des Volontaires, 15000 Aurillac, France",+33 4 71 64 17 17,http://www.restaurants.mcdonalds.fr/mcdonalds-aurillac,https://www.google.com/search?q=AURILLAC-McDonald%27s-Avenue-Des-Volontaires,"{'lundi': '09:00–00:00', 'mardi': '09:00–00:00', 'mercredi': '09:00–00:00', 'jeudi': '09:00–00:00', 'vendredi': '09:00–00:00', 'samedi': '09:00–00:00', 'dimanche': '09:00–00:00'}","3,1",,3002
McDonald's,"N122, 15000 Aurillac, France",+33 4 71 47 55 70,https://www.mcdonalds.fr/restaurants/mcdonalds-aurillac-la-sabliere/1630,https://www.google.com/search?q=AURILLAC-LA-SABLIERE-McDonald%27s-Zac-De-La-Sabli%C3%A8re-Route-De-Toulouse-Rn,"{'lundi': '10:00–23:00', 'mardi': '10:00–23:00', 'mercredi': '10:00–23:00', 'jeudi': '10:00–23:00', 'vendredi': '10:00–23:00', 'samedi': '10:00–23:00', 'dimanche': '10:00–23:00'}","3,7",,1417
McDonald's,"Market, ZC Carrefour Market, 85, Route De Toulouse Zone Commerciale Carrefour, 31190 Auterive, France",+33 5 61 86 82 72,http://www.restaurants.mcdonalds.fr/mcdonalds-auterive,https://www.google.com/search?q=AUTERIVE-McDonald%27s-Route-De-Toulouse-Zone-Commerciale-Carrefour-Market,"{'lundi': '09:00–23:30', 'mardi': '09:00–23:30', 'mercredi': '09:00–23:30', 'jeudi': '09:00–23:30', 'vendredi': '09:00–01:00', 'samedi': '09:00–00:00', 'dimanche': '09:00–23:30'}","3,2",,2575
McDonald's,"Pont L'evêque, Lieu dit Pont L'Evêque, 1 Rte de Chalon Lieu Dit, 71400 Autun, France",+33 3 85 86 34 05,http://www.restaurants.mcdonalds.fr/mcdonalds-autun,https://www.google.com/search?q=AUTUN-McDonald%27s-Route-De-Chalon---Lieu-Dit-Pont-L%27ev%C3%AAque,"{'lundi': '10:30–23:00', 'mardi': '10:30–23:00', 'mercredi': '10:30–23:00', 'jeudi': '10:30–23:00', 'vendredi': '10:30–23:00', 'samedi': '10:30–23:00', 'dimanche': '10:30–23:00'}","3,1",,2100
McDonald's,"Parc d'Activités des Clairions, 89000 Auxerre, France",+33 3 86 42 35 10,http://www.restaurants.mcdonalds.fr/mcdonalds-auxerre-clairions,https://www.google.com/search?q=AUXERRE-CLAIRIONS-McDonald%27s-Parc-D%27activit%C3%A9s-Des-Clairions,"{'lundi': '10:00–00:00', 'mardi': '10:00–00:00', 'mercredi': '10:00–00:00', 'jeudi': '10:00–00:00', 'vendredi': '10:00–01:00', 'samedi': '10:00–01:00', 'dimanche': '10:00–00:00'}","2,9",,5476
McDonald's,"49 Rue du Sabot, 21130 Auxonne, France",+33 3 80 74 18 26,http://www.restaurants.mcdonalds.fr/mcdonalds-auxonne,https://www.google.com/search?q=AUXONNE-McDonald%27s-Rue-Du-Sabot,"{'lundi': '10:30–22:30', 'mardi': '10:30–22:30', 'mercredi': '10:30–22:30', 'jeudi': '10:30–22:30', 'vendredi': '10:30–22:30', 'samedi': '10:30–22:30', 'dimanche': '10:30–22:30'}","3,6",,467
McDonald's,"Rue du Général Leclerc, 89200 Avallon, France",+33 3 86 34 58 29,http://www.restaurants.mcdonalds.fr/mcdonalds-avallon,https://www.google.com/search?q=AVALLON-McDonald%27s-Avenue-Du-G%C3%A9n%C3%A9ral-Leclerc,"{'lundi': '09:00–23:00', 'mardi': '09:00–23:00', 'mercredi': '09:00–23:00', 'jeudi': '09:00–23:00', 'vendredi': '09:00–23:30', 'samedi': '09:00–23:30', 'dimanche': '09:00–23:00'}","3,3",,2173
McDonald's,"100 Rte de Paris, 03000 Avermes, France",+33 4 70 45 71 33,http://www.restaurants.mcdonalds.fr/mcdonalds-avermes,https://www.google.com/search?q=AVERMES-McDonald%27s-Mcdonald%27schemin-Du-Pont-Du-Diableroute-De-Paris,"{'lundi': '10:00–23:00', 'mardi': '10:00–23:00', 'mercredi': '10:00–23:00', 'jeudi': '10:00–23:00', 'vendredi': '10:00–23:30', 'samedi': '10:00–23:30', 'dimanche': '10:00–23:00'}","3,7",,1199
McDonald's,"23 Rue de la République, 84000 Avignon, France",+33 4 90 16 36 31,http://www.restaurants.mcdonalds.fr/mcdonalds-avignon-centre,https://www.google.com/search?q=AVIGNON-CENTRE-McDonald%27s-Rue-De-La-R%C3%A9publique,"{'lundi': '08:00–23:00', 'mardi': '08:00–23:00', 'mercredi': '08:00–23:00', 'jeudi': '08:00–23:00', 'vendredi': '08:00–00:00', 'samedi': '08:00–00:00', 'dimanche': '08:00–23:00'}","3,6",,2173
McDonald's,"Courtine Lieu dit le Grand Gigognan, Rue Sainte-Geneviève, 84000 Avignon, France",+33 4 90 88 45 25,http://www.restaurants.mcdonalds.fr/mcdonalds-avignon-courtine,https://www.google.com/search?q=AVIGNON-COURTINE-McDonald%27s-Avignon-Courtine-Lieu-Dit-Le-Grand-Gigognan-Rue-Sainte-Genevi%C3%A8ve,"{'lundi': '10:00–23:00', 'mardi': '10:00–23:00', 'mercredi': '10:00–23:00', 'jeudi': '10:00–23:00', 'vendredi': '10:00–00:00', 'samedi': '10:00–00:00', 'dimanche': '10:00–23:00'}","3,6",,1793
McDonald's,"4 Av. Fontcouverte, 84000 Avignon, France",+33 4 32 74 13 23,http://www.restaurants.mcdonalds.fr/mcdonalds-avignon-fontcouverte,https://www.google.com/search?q=AVIGNON-FONTCOUVERTE-McDonald%27s-Avenue-De-Fontcouverte,"{'lundi': '10:00–23:00', 'mardi': '10:00–23:00', 'mercredi': '10:00–23:00', 'jeudi': '10:00–23:00', 'vendredi': '10:00–23:00', 'samedi': '10:00–23:00', 'dimanche': '10:00–23:00'}","3,6",,1410
McDonald's,"La Cristole - Clos du Grand Fresquière, 132, Rue Du S- Marin Casabianca Mft, Route Nationale 7, 84140 Avignon, France",+33 4 90 89 88 60,http://www.restaurants.mcdonalds.fr/mcdonalds-avignon-la-cristole,https://www.google.com/search?q=AVIGNON-LA-CRISTOLE-McDonald%27s-Rue-Du-S--Marin-Casabianca-Mft,"{'lundi': 'Ouvert 24h/24', 'mardi': 'Ouvert 24h/24', 'mercredi': 'Ouvert 24h/24', 'jeudi': 'Ouvert 24h/24', 'vendredi': 'Ouvert 24h/24', 'samedi': 'Ouvert 24h/24', 'dimanche': 'Ouvert 24h/24'}","3,3",,2122
McDonald's,"Centre Commercial Auchan, Route de Carpentras ZI Saint Tronquet, 84130 Le Pontet, France",+33 4 90 32 40 50,http://www.restaurants.mcdonalds.fr/mcdonalds-avignon-le-pontet,https://www.google.com/search?q=AVIGNON-LE-PONTET-McDonald%27s-Zi-St-Tronquet-centre-Commercial-Auchan-Route-De-Carpentras,"{'lundi': '08:00–01:00', 'mardi': '08:30–23:00', 'mercredi': '08:00–01:00', 'jeudi': '08:00–01:00', 'vendredi': '08:00–01:00', 'samedi': '08:00–01:00', 'dimanche': '08:00–01:00'}","3,6",,4590
McDonald's,"ZAC Grand Angle, 30133 Les Angles, France",+33 4 90 26 02 30,http://www.restaurants.mcdonalds.fr/mcdonalds-avignon-les-angles,https://www.google.com/search?q=AVIGNON-LES-ANGLES-McDonald%27s-Zac-Grand-Angle,"{'lundi': '09:00–00:00', 'mardi': '09:00–00:00', 'mercredi': '09:00–00:00', 'jeudi': '09:00–00:00', 'vendredi': '09:00–00:00', 'samedi': '09:00–00:00', 'dimanche': '09:00–00:00'}","3,7",,2522
McDonald's,"62 Av. de Valvins, 77210 Avon, France",+33 1 60 74 04 11,http://www.restaurants.mcdonalds.fr/mcdonalds-avon,https://www.google.com/search?q=AVON-McDonald%27s-Avenue-De-Valvins,"{'lundi': '10:00–23:00', 'mardi': '10:00–23:00', 'mercredi': '10:00–23:00', 'jeudi': '10:00–23:00', 'vendredi': '10:00–00:00', 'samedi': '10:00–00:00', 'dimanche': '10:00–23:00'}","3,2",,1980
McDonald's,"ZA Les Marsandes, Rue Louise de Vilmorin, 91630 Avrainville, France",+33 1 64 91 25 28,http://www.restaurants.mcdonalds.fr/mcdonalds-avrainville,https://www.google.com/search?q=AVRAINVILLE-McDonald%27s-Za-Les-Marsandes,"{'lundi': '10:00–01:00', 'mardi': '10:30–01:00', 'mercredi': '10:30–01:00', 'jeudi': '10:30–01:00', 'vendredi': '10:30–02:00', 'samedi': '10:30–02:00', 'dimanche': '10:30–01:00'}","3,6",,5078
McDonald's,"Rond-Point de Moncreton, 50300 Avranches, France",+33 2 33 79 43 00,http://www.restaurants.mcdonalds.fr/mcdonalds-avranches,https://www.google.com/search?q=AVRANCHES-McDonald%27s-Rond-point-De-Montcreton,"{'lundi': '10:00–23:00', 'mardi': '10:00–23:00', 'mercredi': '10:00–23:00', 'jeudi': '10:00–23:00', 'vendredi': '10:00–23:00', 'samedi': '10:00–23:00', 'dimanche': '10:00–23:00'}","3,3",,3605
McDonald's,"Centre Commercial Auchan Route Nationale, 6 La Croix Cadeau, 49240 Avrillé, France",+33 7 55 54 69 10,http://www.restaurants.mcdonalds.fr/mcdonalds-avrille,https://www.google.com/search?q=AVRILLE-McDonald%27s-C.cial-Auchan-La-Croix-Cadeau--Route-Nationale,"{'lundi': '10:30–23:00', 'mardi': '10:30–23:00', 'mercredi': '10:30–23:00', 'jeudi': '10:30–23:00', 'vendredi': '10:30–23:30', 'samedi': '10:30–23:30', 'dimanche': '10:30–23:00'}","3,2",,1643
McDonald's Ayguesvives,"31 Chem. de la Val Priout, 31450 Ayguesvives, France",+33 5 61 45 27 52,https://www.mcdonalds.fr/,https://www.google.com/search?q=AYGUESVIVES-McDonald%27s-De-Ayguevivesrd--Du-Val-Priout,"{'blackrock advisors llc 5,549 %': '39 768 068', 'state street corporation 4,824 %': '34 571 514', 'jpmorgan investment management, inc. 3,674 %': '26 329 348', 'geode capital management llc 2,221 %': '15 916 980', 'lundi': '09:00–23:30', 'mardi': '09:00–23:30', 'mercredi': '09:00–23:30', 'jeudi': '09:00–23:30', 'vendredi': '09:00–23:30', 'samedi': '09:00–23:30', 'dimanche': '09:00–23:30'}","3,1",,610
