title,address,phone,url,source_url,hours,id,rating,owners_count,reviews,description_status,description_text
Panos City Kontich,"Mechelsesteenweg 50, 2550 Kontich, Belgique",+32 3 449 49 00,https://www.panos.be/nl/winkel/panos-city-kontich-23118,https://www.google.com/search?q=panos-city-kontich-Mechelsesteenweg,"{'mardi': '06:30–18:00', 'mercredi': '06:30–18:00', 'jeudi': '06:30–18:00', 'vendredi': '06:30–18:00', 'samedi': '07:30–17:30', 'dimanche': 'Fermé', 'lundi': '06:30–18:00'}",23118,"3,8",,282,OK,
Panos City Kortrijk (Lange Steenstraat),"Lange-Steenstraat 15, 8500 Kortrijk, Belgique",+32 56 25 76 73,https://www.panos.be/nl/winkel/panos-kortrijk-23055,https://www.google.com/search?q=panos-city-kortrijk-lange-steenstraat-Lange-Steenstraat,"{'mardi': '07:30–17:00', 'mercredi': '07:30–17:00', 'jeudi': '07:30–17:00', 'vendredi': '07:30–17:00', 'samedi': '08:00–17:00', 'dimanche': 'Fermé', 'lundi': '07:30–17:00'}",23055,"4,1",,75,OK,
Panos City Kortrijk (Ringlaan),"B134, Ringlaan 34/B134, 8500 Kortrijk, Belgique",+32 470 22 32 46,https://www.panos.be/nl/winkel/panos-city-kortrijk-ringlaan-23002,https://www.google.com/search?q=panos-city-kortrijk-ringlaan-Ringlaan,"{'mardi': '09:30–19:00', 'mercredi': '09:30–19:00', 'jeudi': '09:30–19:00', 'vendredi': '09:30–19:00', 'samedi': '09:30–19:00', 'dimanche': 'Fermé', 'lundi': '09:30–19:00'}",23002,"3,5",,88,OK,
Panos City Kortrijk Station,"Stationsplein 8, 8500 Kortrijk, Belgique",+32 496 72 46 14,https://www.panos.be/nl/winkel/panos-city-kortrijk-station-23405,https://www.google.com/search?q=panos-city-kortrijk-station-Stationsplein,"{'mardi': '06:00–18:00', 'mercredi': '06:00–18:00', 'jeudi': '06:00–18:00', 'vendredi': '06:00–18:00', 'samedi': '08:00–18:00', 'dimanche': '08:00–17:00', 'lundi': '06:00–18:00'}",23405,"3,2",,104,OK,
Panos City Laken,"Rue Stéphanie 171, 1020 Bruxelles, Belgique",+32 2 420 22 88,https://www.panos.be/nl/winkel/panos-city-laken-23026,https://www.google.com/search?q=panos-city-laken-Stephaniastraat,"{'mardi': '07:00–17:00', 'mercredi': '07:00–17:00', 'jeudi': '07:00–17:00', 'vendredi': '07:00–17:00', 'samedi': '07:30–15:00', 'dimanche': 'Fermé', 'lundi': '07:00–17:00'}",23026,"4,0",,138,NOK,
Panos City Lanaken,"Stationsstraat 24/B1, 3620 Lanaken, Belgique",+32 89 71 69 78,https://www.panos.be/nl/winkel/panos-city-lanaken-23092,https://www.google.com/search?q=panos-city-lanaken-Stationsstraat,"{'mardi': '07:00–18:00', 'mercredi': '07:00–18:00', 'jeudi': '07:00–18:00', 'vendredi': '07:00–18:00', 'samedi': '07:00–14:00', 'dimanche': 'Fermé', 'lundi': '07:00–18:00'}",23092,"4,5",,330,OK,
Panos City Leuven (Brusselsestraat),"Brusselsestraat 4, 3000 Leuven, Belgique",+32 16 20 41 59,https://www.panos.be/nl/winkel/panos-city-leuven-%28brusselsestr.%29-23062,https://www.google.com/search?q=panos-city-leuven-brusselsestr-Brusselsestraat,"{'mardi': '07:00–18:00', 'mercredi': '07:00–18:00', 'jeudi': '07:00–18:00', 'vendredi': '07:00–18:00', 'samedi': '07:00–18:00', 'dimanche': '09:00–16:00', 'lundi': '07:00–18:00'}",23062,"3,8",,177,OK,
Panos City Leuven (Diestsestraat),"Diestsestraat 58, 3000 Leuven, Belgique",+32 16 23 98 85,https://www.panos.be/nl/winkel/panos-city-leuven-%28diestsestraat%29-23105,https://www.google.com/search?q=panos-city-leuven-diestsestraat-Diestsestraat,"{'mardi': '08:00–17:00', 'mercredi': '08:00–17:00', 'jeudi': '08:00–17:00', 'vendredi': '08:00–17:00', 'samedi': '08:00–17:00', 'dimanche': 'Fermé', 'lundi': '08:00–17:00'}",23105,"3,5",,170,OK,
Panos City Lier,"Antwerpsestraat 33, 2500 Lier, Belgique",+32 3 488 22 60,https://www.panos.be/nl/winkel/panos-city-lier-23050,https://www.google.com/search?q=Panos+City+Lier&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzZOSzYzSkwztkyzSDG2MqgwNkhKSzS3MDQxMTNMSzE1X8TKH5CYl1-s4JxZUqngk5laBAD39piNOwAAAA&hl=fr&mat=CWzhuDDzTfFJElcBqiIDwvkWDVYV48FHKleDCUWCl7tdfsqnk_GaOSLLfeFqkiGlw7BC9zo_fAi7AX9wnz1ce-s7jEynPGjlb4xX6-cVKmTy3yAXKcidFSVVTp7gMdigGwc&authuser=0,"{'mardi': '07:00–17:00', 'mercredi': '07:00–17:00', 'jeudi': '07:00–17:00', 'vendredi': '07:00–17:00', 'samedi': '08:30–17:00', 'dimanche': 'Fermé', 'lundi': '07:00–17:00'}",23050,"3,8",,80,OK,
Panos City Lier YGO,"Antwerpsesteenweg 469, 2500 Lier, Belgique",+32 3 326 33 60,https://www.panos.be/nl/winkel/panos-lier-23956,https://www.google.com/search?q=panos-city-lier-ygo-Antwerpsesteenweg,"{'mardi': 'Fermé', 'mercredi': '09:30–18:00', 'jeudi': '09:30–18:00', 'vendredi': '09:30–18:00', 'samedi': '09:30–18:00', 'dimanche': '13:30–18:00', 'lundi': '09:30–18:00'}",23956,"3,9",,214,NOK,
Panos City Lokeren,"Markt 37, 9160 Lokeren, Belgique",+32 9 348 94 84,https://www.panos.be/nl/winkel/panos-lokeren-23077,https://www.google.com/search?q=panos-lokeren-Markt,"{'mardi': 'Fermé', 'mercredi': 'Fermé', 'jeudi': 'Fermé', 'vendredi': 'Fermé', 'samedi': 'Fermé', 'dimanche': 'Fermé', 'lundi': '07:30–16:30'}",23077,"4,3",,201,OK,
Panos City Lommel,"Kerkstraat 9, 3920 Lommel, Belgique",+32 11 55 35 27,https://www.panos.be/nl/winkel/panos-city-lommel-23084,https://www.google.com/search?q=panos-city-lommel-Kerkstraat,"{'mardi': '08:00–17:30', 'mercredi': '08:00–17:30', 'jeudi': '08:00–17:30', 'vendredi': '08:00–17:30', 'samedi': '09:00–17:30', 'dimanche': 'Fermé', 'lundi': '08:00–17:30'}",23084,"4,1",,260,OK,
Panos City Louvain-la-Neuve,"Place de l'Acceuil 10/B48, 1348 Ottignies-Louvain-la-Neuve, Belgique",+32 10 22 63 34,https://www.panos.be/fr/magasin/panos-city-louvain-la-neuve-louvain-la-neuve-23952,https://www.google.com/search?q=panos-city-louvain-la-neuve-Place-de-l%27Acceuil,"{'mardi': '08:00–20:00', 'mercredi': '08:00–20:00', 'jeudi': '08:00–20:00', 'vendredi': '08:00–20:00', 'samedi': '08:00–20:00', 'dimanche': 'Fermé', 'lundi': '08:00–20:00'}",23952,"3,3",,36,NOK,
Panos City Mechelen,"Bruul 62, 2800 Mechelen, Belgique",+32 15 20 83 35,https://www.panos.be/nl/winkel/panos-city-mechelen-23023,https://www.google.com/search?q=panos-city-mechelen-Bruul,"{'mardi': '07:30–18:00', 'mercredi': '07:30–18:00', 'jeudi': '07:30–18:00', 'vendredi': '07:30–18:00', 'samedi': '08:00–18:00', 'dimanche': 'Fermé', 'lundi': '07:30–18:00'}",23023,"3,5",,439,OK,
Panos City Metro Porte de Namur,"Chau. d'Ixelles 27, 1050 Ixelles, Belgique",+32 2 428 37 81,https://www.panos.be/nl/winkel/panos-elsene-23940,https://www.google.com/search?q=panos-city-metro-porte-de-namur-Elsensesteenweg,"{'mardi': '07:30–17:00', 'mercredi': '07:30–17:00', 'jeudi': '07:30–17:00', 'vendredi': '07:30–17:00', 'samedi': 'Fermé', 'dimanche': 'Fermé', 'lundi': '07:30–17:00'}",23940,"2,1",,41,NOK,
Panos City Moeskroen,"Grand-Place 6/8, 7700 Mouscron, Belgique",+32 56 84 38 75,https://www.panos.be/fr/magasin/panos-city-moeskroen-mouscron-23095,https://www.google.com/search?q=panos-city-moeskroen-Grande-Place,"{'mardi': '07:00–18:00', 'mercredi': '07:30–18:00', 'jeudi': '07:00–18:00', 'vendredi': '07:00–18:00', 'samedi': '09:00–18:00', 'dimanche': 'Fermé', 'lundi': '07:00–18:00'}",23095,"3,8",,240,NOK,
Panos City Mol,"Voogdijstraat 4, 2400 Mol, Belgique",+32 14 72 91 03,https://www.panos.be/nl/winkel/panos-mol-23116,https://www.google.com/search?q=panos-city-mol-Voogdijstraat,"{'mardi': '07:00–18:00', 'mercredi': '07:00–18:00', 'jeudi': '07:00–18:00', 'vendredi': '07:00–18:00', 'samedi': '08:00–18:00', 'dimanche': 'Fermé', 'lundi': '07:00–18:00'}",23116,"4,1",,262,OK,
Panos City Mortsel,"Statielei 14, 2640 Mortsel, Belgique",+32 3 449 11 82,https://www.panos.be/nl/winkel/panos-city-mortsel-23203,https://www.google.com/search?q=panos-city-mortsel-Statielei,"{'mardi': '07:00–18:00', 'mercredi': '07:00–18:00', 'jeudi': '07:00–18:00', 'vendredi': '07:00–18:00', 'samedi': '08:00–17:00', 'dimanche': 'Fermé', 'lundi': '07:00–18:00'}",23203,"3,6",,293,OK,
Panos City Namur,"Rue de Fer 113/115, 5000 Namur, Belgique",+32 81 46 06 41,https://www.panos.be/fr/magasin/panos-city-namur-23951,https://www.google.com/search?q=panos-city-namur-Rue-De-Fer,"{'mardi': '07:30–18:00', 'mercredi': '07:30–18:00', 'jeudi': '07:30–18:00', 'vendredi': '07:30–18:00', 'samedi': '08:30–18:00', 'dimanche': 'Fermé', 'lundi': '07:30–18:00'}",23951,"4,2",,226,NOK,
Panos City Ninove,"Centrumlaan 8, 9400 Ninove, Belgique",+32 54 32 83 27,https://www.panos.be/nl/winkel/panos-city-ninove-23036,https://www.google.com/search?q=panos-city-ninove-Centrumlaan,"{'mardi': '06:30–16:30', 'mercredi': '06:30–15:30', 'jeudi': '06:30–16:30', 'vendredi': '06:30–16:30', 'samedi': '06:30–15:30', 'dimanche': 'Fermé', 'lundi': '06:30–16:30'}",23036,"4,0",,130,OK,
Panos City NL Breda,"Lange Brugstraat 10, 4811 WR Breda, Pays-Bas",+31 76 514 2886,https://www.panosbreda.nl/,https://www.google.com/search?q=panos-city-nl-breda-Lange-Brugstraat,"{'mardi': '09:30–17:00', 'mercredi': '09:30–17:00', 'jeudi': '09:30–17:00', 'vendredi': '09:30–17:00', 'samedi': '09:30–17:00', 'dimanche': 'Fermé', 'lundi': '10:30–17:00'}",23102,"4,2",,232,OK,
Panos City Oostende (Alfons Pieterslaan),"Alfons Pieterslaan 37, 8400 Oostende, Belgique",+32 59 70 98 81,https://www.panos.be/nl/winkel/panos-city-oostende-alfons-pieterslaan-223057,https://www.google.com/search?q=panos-city-oostende-alfons-pieterslaan-Alfons-Pieterslaan,"{'mardi': '06:30–18:00', 'mercredi': '06:30–18:00', 'jeudi': '06:30–18:00', 'vendredi': '06:30–18:00', 'samedi': '07:00–17:00', 'dimanche': 'Fermé', 'lundi': '06:30–18:00'}",23057,"4,4",,75,NOK,
Panos City Oostende (De Mast),"Ernest Feysplein 16, 8400 Oostende, Belgique",+32 59 80 80 03,https://www.panos.be/nl/winkel/panos-city-oostende-%28de-mast%29-23113,https://www.google.com/search?q=panos-city-oostende-de-mast-Ernest-Feysplein,"{'mardi': '07:00–18:00', 'mercredi': '07:00–18:00', 'jeudi': '07:00–18:00', 'vendredi': '07:00–18:00', 'samedi': '07:00–18:00', 'dimanche': '07:00–18:00', 'lundi': '07:00–18:00'}",23113,"4,0",,179,OK,
Panos City Oostende (Kapellestraat),"Kapellestraat 11, 8400 Oostende, Belgique",+32 59 50 10 32,https://www.panos.be/nl/winkel/panos-city-oostende-%28kapellestraat%29-23005,https://www.google.com/search?q=panos-city-oostende-kapellestraat-Kapellestraat,"{'mardi': '07:30–18:30', 'mercredi': '07:30–18:30', 'jeudi': '07:30–18:30', 'vendredi': '07:30–18:30', 'samedi': '07:30–18:30', 'dimanche': '09:00–18:30', 'lundi': '07:30–18:30'}",23005,"3,6",,461,OK,
Panos City Oudenaarde,"Nederstraat 73, 9700 Oudenaarde, Belgique",+32 55 30 05 57,https://www.panos.be/nl/winkel/panos-oudenaarde-23071,https://www.google.com/search?q=panos-city-oudenaarde-Nederstraat,"{'mardi': '07:00–17:00', 'mercredi': '07:00–17:00', 'jeudi': '07:00–17:00', 'vendredi': '07:00–17:00', 'samedi': '07:00–17:00', 'dimanche': 'Fermé', 'lundi': '07:00–17:00'}",23071,"4,0",,242,OK,
Panos City Roeselare (Ooststraat),"Ooststraat 49, 8800 Roeselare, Belgique",+32 51 77 22 08,https://www.panos.be/nl/winkel/panos-city-roeselare-%28ooststraat%29-23004,https://www.google.com/search?q=panos-city-roeselare-ooststraat-Ooststraat,"{'mardi': '07:30–18:00', 'mercredi': '07:30–18:00', 'jeudi': '07:30–18:00', 'vendredi': '07:30–18:00', 'samedi': '07:30–18:00', 'dimanche': 'Fermé', 'lundi': '07:30–18:00'}",23004,"3,8",,109,OK,
Panos City Schelle,"Boomsesteenweg 35/37, 2627 Schelle, Belgique",+32 3 449 40 07,https://www.panos.be/nl/winkel/panos-schelle-23129,https://www.google.com/search?q=panos-city-schelle-Boomsesteenweg,"{'mardi': '08:00–18:30', 'mercredi': '08:00–18:30', 'jeudi': '08:00–18:30', 'vendredi': '08:00–18:30', 'samedi': '08:30–18:30', 'dimanche': 'Fermé', 'lundi': '08:00–18:30'}",23129,"3,8",,171,OK,
Panos City Schoten,"Paalstraat 13, 2900 Schoten, Belgique",+32 3 644 79 57,https://www.panos.be/nl/winkel/panos-city-schoten-23006,https://www.google.com/search?q=panos-city-schoten-Paalstraat,"{'mardi': '07:00–17:00', 'mercredi': '07:00–17:00', 'jeudi': '07:00–17:00', 'vendredi': '07:00–17:00', 'samedi': '08:00–18:00', 'dimanche': 'Fermé', 'lundi': '07:00–17:00'}",23006,"4,0",,268,OK,
Panos City Sint-Niklaas (Waasland Shopping Center),"Waasland Shopping Center, Kapelstraat 100/Shop 29, 9100 Sint-Niklaas, Belgique",+32 3 778 10 47,https://www.panos.be/nl/winkel/panos-city-sint-niklaas-%28waasl.-sc%29-23097,https://www.google.com/search?q=panos-city-sint-niklaas-waasl-sc-Kapelstraat-(Waasland-Shopping-Center),"{'mardi': '07:15–20:00', 'mercredi': '07:15–20:00', 'jeudi': '07:15–20:00', 'vendredi': '07:15–21:00', 'samedi': '07:15–20:00', 'dimanche': 'Fermé', 'lundi': '07:15–20:00'}",23097,"4,1",,456,OK,
Panos City Tienen,"Nieuwstraat 21, 3300 Tienen, Belgique",+32 16 78 20 36,https://www.panos.be/nl/winkel/panos-city-tienen-23088,https://www.google.com/search?q=panos-city-tienen-Nieuwstraat,"{'mardi': '07:00–17:00', 'mercredi': '07:00–17:00', 'jeudi': '07:00–17:00', 'vendredi': '07:00–17:00', 'samedi': '09:00–17:00', 'dimanche': 'Fermé', 'lundi': '07:00–17:00'}",23088,"4,1",,176,OK,
Panos City Turnhout,"Gasthuisstraat 42, 2300 Turnhout, Belgique",+32 14 43 82 73,https://www.panos.be/nl/winkel/panos-city-turnhout-23049,https://www.google.com/search?q=panos-city-turnhout-Gasthuisstraat,"{'mardi': '07:00–18:00', 'mercredi': '07:00–18:00', 'jeudi': '07:00–18:00', 'vendredi': '07:00–18:00', 'samedi': '07:00–18:00', 'dimanche': 'Fermé', 'lundi': '07:00–18:00'}",23049,"4,1",,347,OK,
Panos City Turnhout (Turnova),"Grote Markt 38, 2300 Turnhout, Belgique",+32 14 44 01 21,https://www.panos.be/nl/winkel/panos-city-turnhout-%28turnova%29-23846,https://www.google.com/search?q=panos-city-turnhout-turnova-Grote-Markt,"{'mardi': '07:00–18:00', 'mercredi': '07:00–18:00', 'jeudi': '07:00–18:00', 'vendredi': '07:00–18:00', 'samedi': '08:00–18:00', 'dimanche': 'Fermé', 'lundi': '07:00–18:00'}",23846,"3,7",,31,NOK,
Panos City Ukkel,"Rue Xavier De Bue 39, 1180 Uccle, Belgique",+32 2 346 66 98,https://www.panos.be/nl/winkel/panos-city-ukkel-uccle-23064,https://www.google.com/search?q=panos-city-ukkel-uccle-Rue-Xavier-De-Bue,"{'mardi': '07:45–18:00', 'mercredi': '07:45–18:00', 'jeudi': '07:45–18:00', 'vendredi': '07:45–18:00', 'samedi': '09:00–17:00', 'dimanche': 'Fermé', 'lundi': '07:45–18:00'}",23064,"3,7",,171,OK,
Panos City Vilvoorde,"Leuvensestraat 21, 1800 Vilvoorde, Belgique",+32 2 251 91 87,https://www.panos.be/nl/winkel/panos-city-vilvoorde-23028,https://www.google.com/search?q=panos-city-vilvoorde-Leuvensestraat,"{'mardi': '07:30–17:00', 'mercredi': '07:30–17:00', 'jeudi': '07:30–17:00', 'vendredi': '07:30–17:00', 'samedi': '08:00–15:00', 'dimanche': 'Fermé', 'lundi': '07:30–17:00'}",23028,"4,0",,271,NOK,
Panos City Waregem,"Stationsstraat 14, 8790 Waregem, Belgique",+32 56 61 22 83,https://www.panos.be/nl/winkel/panos-city-waregem-23046,https://www.google.com/search?q=panos-city-waregem-Stationsstraat,"{'mardi': '07:00–18:30', 'mercredi': '07:00–18:30', 'jeudi': '07:00–18:30', 'vendredi': '07:00–18:30', 'samedi': '08:00–18:30', 'dimanche': '08:00–17:00', 'lundi': '07:00–18:30'}",23046,"4,2",,128,OK,
Panos City Wijnegem,"Turnhoutsebaan 5, 2110 Wijnegem, Belgique",+32 3 353 21 32,https://www.panos.be/nl/winkel/panos-city-wijnegem-23058,https://www.google.com/search?q=panos-city-wijnegem-Turnhoutsebaan,"{'mardi': '08:00–20:00', 'mercredi': '08:00–20:00', 'jeudi': '08:00–20:00', 'vendredi': '08:00–21:00', 'samedi': '08:00–20:00', 'dimanche': 'Fermé', 'lundi': '08:00–20:00'}",23058,"3,4",,254,OK,
Panos City Wilrijk,"Kern, 23, Winkel 5, 2610, Belgique",+32 3 830 29 87,https://www.panos.be/nl/winkel/panos-city-wilrijk-23041,https://www.google.com/search?q=panos-city-wilrijk-Kern,"{'mardi': '07:30–18:00', 'mercredi': '07:30–18:00', 'jeudi': '07:30–18:00', 'vendredi': '07:30–18:00', 'samedi': '08:00–18:00', 'dimanche': '09:30–16:00', 'lundi': '07:30–18:00'}",23041,"3,8",,280,OK,
Panos City Zottegem,"Stationsstraat 38, 9620 Zottegem, Belgique",+32 9 329 08 37,https://www.panos.be/nl/winkel/panos-city-zottegem-23121,https://www.google.com/search?q=panos-city-zottegem-Stationsstraat,"{'mardi': '06:00–17:30', 'mercredi': '06:00–16:30', 'jeudi': '06:00–17:30', 'vendredi': '06:00–17:30', 'samedi': '08:00–15:00', 'dimanche': 'Fermé', 'lundi': '06:00–17:30'}",23121,"3,7",,148,OK,
Panos ND Braine L'Alleud,"Rue des Croix de Feu 14, 1420 Braine-l'Alleud, Belgique",+32 2 384 00 94,,https://www.google.com/search?q=panos-nandd-braine-lalleud-Rue-Des-Croix-De-Feu,"{'mardi': '06:00–00:00', 'mercredi': '06:00–00:00', 'jeudi': '06:00–00:00', 'vendredi': '06:00–01:00', 'samedi': '07:00–00:00', 'dimanche': '08:00–00:00', 'lundi': '06:00–00:00'}",23284,"1,8",,4,NOK,
Panos Petrol Dendermonde (Hoogveld),"Hoogveld 6, 9200 Dendermonde, Belgique",+32 52 21 83 67,https://www.panos.be/nl/winkel/panos-dendermonde-23209,https://www.google.com/search?q=panos-petrol-dendermonde-hoogveld-Hoogveld,"{'mardi': '05:30–17:30', 'mercredi': '05:30–13:00', 'jeudi': '05:30–17:30', 'vendredi': '05:30–17:30', 'samedi': '05:30–13:00', 'dimanche': 'Fermé', 'lundi': '05:30–17:30'}",23209,"4,1",,25,OK,
Panos Plopsa Coevorden,"Reindersdijk 57, 7751 SH Dalen, Pays-Bas",,,https://www.google.com/search?q=panos-plopsa-coevoorden-Reindersdijk,"{'mardi': '10:30–17:00', 'mercredi': '10:30–17:00', 'jeudi': '10:30–17:00', 'vendredi': '10:30–17:00', 'samedi': '10:30–17:00', 'dimanche': '10:30–17:00', 'lundi': 'Fermé'}",23120,"3,6",,106,NOK,
Panos Plopsa Coo,"Grand Coo 4, 4970 Stavelot, Belgique",+32 58 42 02 02,,https://www.google.com/search?q=panos-plopsa-coo-Coo,"{'mardi': '10:00–18:00', 'mercredi': '10:00–22:00', 'jeudi': '10:00–18:00', 'vendredi': '10:00–18:00', 'samedi': '10:00–18:00', 'dimanche': '10:00–18:00', 'lundi': '10:00–18:00'}",23111,"4,5",,2,NOK,
Panos Plopsa De Panne,"De Pannelaan 68, 8660 De Panne, Belgique",+32 58 42 02 02,https://www.panos.be/nl/winkel/panos-plopsa-de-panne-adinkerke---de-panne-23725,https://www.google.com/search?q=Panos+Plopsa+De+Panne&stick=H4sIAAAAAAAA_-NgU1I1qDAxT0m2NE80TEu1MLcwTEyxMqgwN0g2tUxJMkoyMzJKNTZNXMQqGpCYl1-sEJCTX1CcqOCSqgDk56UCAHiI0iZBAAAA&hl=fr&mat=CUIj0oUJKop2ElYBqiIDwhAL8wGd50pRBmLdSd8RvjSapPgsgJpqdX2EjeUSnSHzmStiQTAQBv3u-Cki_tDIyeIsB3N_R5l1FyY3HzkCATpGk1tjjN24Ee4qedTfeBp9YA&authuser=0,"{'mardi': '10:00–19:00', 'mercredi': '10:00–19:00', 'jeudi': '10:00–19:00', 'vendredi': '10:00–19:00', 'samedi': '10:00–19:00', 'dimanche': '10:00–19:00', 'lundi': '10:00–19:00'}",23725,,,,NOK,
Panos Plopsa De Panne (Halvar's),"De Pannelaan 68, 8660 De Panne, Belgique",+32 58 42 02 02,https://www.panos.be/nl/winkel/panos-plopsa-de-panne-%28halvar%27s%29-adinkerke---de-panne-23566,https://www.google.com/search?q=panos-plopsa-de-panne-halvars-De-Pannelaan,"{'mardi': '10:00–19:00', 'mercredi': '10:00–19:00', 'jeudi': '10:00–19:00', 'vendredi': '10:00–19:00', 'samedi': '10:00–19:00', 'dimanche': '10:00–19:00', 'lundi': '10:00–19:00'}",23566,"3,1",,49,OK,
Panos Plopsa Hasselt,"Gouverneur Verwilghensingel 70, 3500 Hasselt, Belgique",+32 58 42 02 02,,https://www.google.com/search?q=panos-plopsa-hasselt-Gouverneur-Verwilghensingel,"{'mardi': 'Fermé', 'mercredi': '10:30–17:00', 'jeudi': 'Fermé', 'vendredi': '10:30–16:30', 'samedi': '10:00–17:30', 'dimanche': '10:00–17:30', 'lundi': '10:30–16:30'}",23110,"4,0",,1,NOK,
Panos Plopsa Station Antwerpen,"Pelikaanstraat 3, 2000 Antwerpen, Belgique",+32 58 42 02 02,,https://www.google.com/search?q=panos-plopsa-station-antwerpen-Pelikaanstraat,"{'mardi': '10:00–17:30', 'mercredi': '10:00–17:30', 'jeudi': '10:00–17:30', 'vendredi': '10:00–17:30', 'samedi': '10:00–17:30', 'dimanche': '10:00–17:30', 'lundi': '10:00–17:30'}",23998,"3,0",,7,NOK,
Panos Press Zele,"Zandberg 15, 9240 Zele, Belgique",+32 52 44 90 31,https://www.panos.be/nl/winkel/panos-press-zele-23127,https://www.google.com/search?q=panos-press-zele-Zandberg,"{'mardi': '06:00–14:30', 'mercredi': '06:00–14:30', 'jeudi': '06:00–17:00', 'vendredi': '06:00–17:00', 'samedi': '07:00–14:00', 'dimanche': 'Fermé', 'lundi': 'Fermé'}",23127,"4,2",,87,OK,
Panos Q8 Aartselaar,"Boomsesteenweg 29A, 2630 Aartselaar, Belgique",+32 3 887 57 74,https://www.panos.be/nl/winkel/panos-q8-aartselaar-23145,https://www.google.com/search?q=panos-q8-aartselaar-Boomsesteenweg,"{'mardi': '06:00–20:00', 'mercredi': '06:00–20:00', 'jeudi': '06:00–20:00', 'vendredi': '06:00–20:00', 'samedi': '07:00–20:00', 'dimanche': '09:00–18:00', 'lundi': '06:00–20:00'}",23145,"3,9",,11,OK,
Panos Q8 Alleur,"Rue de Wallonie 18, 4432 Ans, Belgique",+32 4 233 50 07,https://www.panos.be/fr/magasin/panos-q8-alleur-33006,https://www.google.com/search?q=panos-q8-alleur-Rue-de-Wallonie,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '06:00–22:00', 'dimanche': '06:00–22:00', 'lundi': '06:00–22:00'}",33006,"2,7",,3,NOK,
Panos Q8 Amay,"Chau. Roosevelt 150, 4540 Amay, Belgique",+32 85 31 82 32,,https://www.google.com/search?q=panos-corner-amay-Chauss%E2%88%9A%C2%A9e-Roosevelt,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '06:00–22:00', 'dimanche': '06:00–22:00', 'lundi': '06:00–22:00'}",23577,"4,0",,2,NOK,
Panos Q8 Andenne,"Chau. d'Anton 64, 5300 Andenne, Belgique",+32 85 21 75 34,https://www.panos.be/fr/magasin/q8-panos-corner-andenne-23296,https://www.google.com/search?q=Panos+Q8+Andenne&stick=H4sIAAAAAAAA_-NgU1I1qDAxTzZMNDcztbA0tLBISzS0AgpZWppYGhglG6UmGianGSctYhUISMzLL1YItFBwzEtJzctLBQByNgSjPAAAAA&hl=fr&mat=CSCiV9nISloJElcBqiIDwu7mzudHmUYajHKdEKjj9iV0_aWuEPDPLVzzztxxSztS-PGDtXY3oKvengjgo5D9y4Mj7IUowqQPQTvZI-_cmEOAdSD9PNBbxUDw6XW5t3dwM6c&authuser=0,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '08:00–22:00', 'dimanche': '08:00–22:00', 'lundi': '06:00–22:00'}",23296,"4,3",,3,NOK,
Panos Q8 Ans,"Rue Jean Jaurès 17, 4430 Ans, Belgique",+32 4 246 14 79,https://www.panos.be/fr/magasin/panos-q8-ans-23445,https://www.google.com/search?q=panos-q8-ans-Rue-Jean-Jaures,"{'mardi': '00:00–24:00', 'mercredi': '00:00–24:00', 'jeudi': '00:00–24:00', 'vendredi': '00:00–24:00', 'samedi': '00:00–24:00', 'dimanche': '00:00–24:00', 'lundi': '00:00–24:00'}",23445,"3,1",,9,NOK,
Panos Q8 Antwerpen Linkeroever,"Blancefloerlaan 177, 2050 Antwerpen, Belgique",+32 3 322 96 21,https://www.panos.be/nl/winkel/panos-q8-antwerpen-linkeroever-23574,https://www.google.com/search?q=panos-q8-antwerpen-linkeroeve-Blancefloerlaan,"{'mardi': '00:00–24:00', 'mercredi': '00:00–24:00', 'jeudi': '00:00–24:00', 'vendredi': '00:00–24:00', 'samedi': '00:00–24:00', 'dimanche': '00:00–24:00', 'lundi': '00:00–24:00'}",23574,"4,0",,127,OK,
Panos Q8 Ath,"Chau. de Mons 111, 7800 Ath, Belgique",+32 68 28 40 16,https://www.panos.be/fr/magasin/panos-q8-ath-23355,https://www.google.com/search?q=panos-q8-ath-Chauss%E2%88%9A%C2%A9e-De-Mons,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '06:00–22:00', 'dimanche': '07:00–22:00', 'lundi': '06:00–22:00'}",23355,"3,8",,81,NOK,
Panos Q8 Awans,"Rue de Bruxelles 170, 4340 Awans, Belgique",+32 4 372 06 42,https://www.panos.be/fr/magasin/panos-q8-awans-23427,https://www.google.com/search?q=panos-q8-awans-Rue-De-Bruxelles,"{'mardi': '06:00–22:00', 'mercredi': '06:00–22:00', 'jeudi': '06:00–22:00', 'vendredi': '06:00–22:00', 'samedi': '06:00–22:00', 'dimanche': '06:00–22:00', 'lundi': '06:00–22:00'}",23427,"3,6",,13,NOK,
